context_id,context_title,context_content,main_category_id,main_category_name,sub_category_name,sub_category_id,service_name,service_id,service_link,context_with_metadata
8-48-829-2,"Application Procedure, Fees, Timeframe, and Contact Information","How to apply for the service: Submit a written request to Director General, Deputy Director (Technical) or to the Assistant Director (ISTC).Requests can also be made to DG or AD(ISTC) through district ADs.?

Fees payable to obtain the service At free of charge

Time taken to provide the Service approximately Within three months after the request

Responsible Officers and contact information Mrs. Hemamali Amunugama, Assistant Director, In-Service Training Centre Mr. U.M Gunasinghe, Deputy Director (Technical)

(contact information is given in the home page)

?",8,"Agriculture, Livestock & Fisheries",Training & Extension Services,48,Obtaing an In-Service Training on EAC,829,https://gic.gov.lk/gic/index.php/en/component/info/?id=829&catid=48&task=info,"Service: Obtaing an In-Service Training on EAC
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Training & Extension Services
Topic: Application Procedure, Fees, Timeframe, and Contact Information
---
How to apply for the service: Submit a written request to Director General, Deputy Director (Technical) or to the Assistant Director (ISTC).Requests can also be made to DG or AD(ISTC) through district ADs.?

Fees payable to obtain the service At free of charge

Time taken to provide the Service approximately Within three months after the request

Responsible Officers and contact information Mrs. Hemamali Amunugama, Assistant Director, In-Service Training Centre Mr. U.M Gunasinghe, Deputy Director (Technical)

(contact information is given in the home page)

?"
8-44-927-2,Submission Procedure and Working Hours,"Working Days :- Monday to Friday

Working Hours :- 8.30 am to 4.15 pm

Holidays :- All Public and Mercantile holidays

Step-by-Step Procedure: Step 1: Manufacturer sends a request letter to the Department stating what is being manufactured and the Company/Manufacturer name. Step 2: A field visit is then done by the District Inspector who prepares a workshop report. District Inspector conducts a field inspection and prepares the Workshop Report. Step 3: Inspector forwards workshop report to the Department Step 4: If the Inspector has approved the workshop report the Department informs the manufacturer via letter to bring the sample. Step 5: The Manufactures brings the sample and it is checked by the Department. Step 6: Once the Pattern is approved, the Department sends the Application Form to the Manufacturer via mail. Step 7: The Manufacturer then fills the Application Form, pastes the paid stamp and sends it via mail or by physically visiting the Department. Step 8: The Department then Issues the manufacturing certificate.",8,"Agriculture, Livestock & Fisheries",Approval & Registration,44,"Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments",927,https://gic.gov.lk/gic/index.php/en/component/info/?id=927&catid=44&task=info,"Service: Registration of Manufacturers of weights, Measures and weighing or Measuring Instruments
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Approval & Registration
Topic: Submission Procedure and Working Hours
---
Working Days :- Monday to Friday

Working Hours :- 8.30 am to 4.15 pm

Holidays :- All Public and Mercantile holidays

Step-by-Step Procedure: Step 1: Manufacturer sends a request letter to the Department stating what is being manufactured and the Company/Manufacturer name. Step 2: A field visit is then done by the District Inspector who prepares a workshop report. District Inspector conducts a field inspection and prepares the Workshop Report. Step 3: Inspector forwards workshop report to the Department Step 4: If the Inspector has approved the workshop report the Department informs the manufacturer via letter to bring the sample. Step 5: The Manufactures brings the sample and it is checked by the Department. Step 6: Once the Pattern is approved, the Department sends the Application Form to the Manufacturer via mail. Step 7: The Manufacturer then fills the Application Form, pastes the paid stamp and sends it via mail or by physically visiting the Department. Step 8: The Department then Issues the manufacturing certificate."
8-48-1562-2,"Fees, Timeframe, and Contact Information for Cinnamon Peeling Training","Fees payable to obtain the service: At free of charge

Time taken to provide the Service: approximately Within three months after the request

Responsible Officers and contact information: District Assistant Director Reseach Officer In-Charge, Cinnamon Research Station, Pallolpitiya, Thihagoda Extension Officer based at the nearest Agrarian Service Centre (Contact details are given in the organization page)",8,"Agriculture, Livestock & Fisheries",Training & Extension Services,48,Obtaining a Training Program on Cinnamon Peeling,1562,https://gic.gov.lk/gic/index.php/en/component/info/?id=1562&catid=48&task=info,"Service: Obtaining a Training Program on Cinnamon Peeling
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Training & Extension Services
Topic: Fees, Timeframe, and Contact Information for Cinnamon Peeling Training
---
Fees payable to obtain the service: At free of charge

Time taken to provide the Service: approximately Within three months after the request

Responsible Officers and contact information: District Assistant Director Reseach Officer In-Charge, Cinnamon Research Station, Pallolpitiya, Thihagoda Extension Officer based at the nearest Agrarian Service Centre (Contact details are given in the organization page)"
8-47-1263-3,"Service, Station, and Contact Information (Part 2)","Regional Agricultural Research & Development Centre, Makandura | Deputy Director Research | DDR, Regional Agricultural Research & Development Centre, Makandura Tel. 031-2299625/031-2299805 Fax 031-2299707
Agriculture Research Station, Sita Eliya | Research Officer In charge | ROIC,Agriculture Research Station, SitaEliya Tel. 052-2222615 Fax 052-2222615
Agriculture Research Station, Girandurukotte, | Research Officer In charge | ROIC, Agriculture Research Station, Girandurukotte Tel. 027- 4923500 Fax027-2254317
Training on Plant tissue culture | Tissue culture Division, HORDI | Head of the Tissue culture Division/ Research Officer | Director, Horticultural Crop Research & Development Institute (HORDI), Gannoruwa, Peradeniya Tel.081-2388011-12-13 Fax.081-2388234
Food processing | Food Research Unit, Gannoruwa | Head/ Research Officer | Head, Food Research Unit, Gannoruwa Tel. 081-2388243 Fax 081-2387398
Post harvest handling of fruits & vegetables (For stakeholders and fresh fruit suppliers (participants have to pay 50% of the training cost) | Food Research Unit, Gannoruwa | Head/ Research Officer | -do-
Awareness programme for school teachers and providing information for student projects | Technology transfer division, HORDI | Head of the Division/ Research Officer | Director, Horticultural Crops Research & Development Institute (HORDI) Gannoruwa, Peradeniya Tel.081-2388011-12-13 Fax.081-2388234

?",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,HORDI-Horticultural crops:Training Programmes,1263,https://gic.gov.lk/gic/index.php/en/component/info/?id=1263&catid=47&task=info,"Service: HORDI-Horticultural crops:Training Programmes
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Service, Station, and Contact Information (Part 2)
---
Regional Agricultural Research & Development Centre, Makandura | Deputy Director Research | DDR, Regional Agricultural Research & Development Centre, Makandura Tel. 031-2299625/031-2299805 Fax 031-2299707
Agriculture Research Station, Sita Eliya | Research Officer In charge | ROIC,Agriculture Research Station, SitaEliya Tel. 052-2222615 Fax 052-2222615
Agriculture Research Station, Girandurukotte, | Research Officer In charge | ROIC, Agriculture Research Station, Girandurukotte Tel. 027- 4923500 Fax027-2254317
Training on Plant tissue culture | Tissue culture Division, HORDI | Head of the Tissue culture Division/ Research Officer | Director, Horticultural Crop Research & Development Institute (HORDI), Gannoruwa, Peradeniya Tel.081-2388011-12-13 Fax.081-2388234
Food processing | Food Research Unit, Gannoruwa | Head/ Research Officer | Head, Food Research Unit, Gannoruwa Tel. 081-2388243 Fax 081-2387398
Post harvest handling of fruits & vegetables (For stakeholders and fresh fruit suppliers (participants have to pay 50% of the training cost) | Food Research Unit, Gannoruwa | Head/ Research Officer | -do-
Awareness programme for school teachers and providing information for student projects | Technology transfer division, HORDI | Head of the Division/ Research Officer | Director, Horticultural Crops Research & Development Institute (HORDI) Gannoruwa, Peradeniya Tel.081-2388011-12-13 Fax.081-2388234

?"
8-47-1768-2,Importing Pet Animals: Additional Information and Contact Details,"Alternatives or circumstances other than the above requirements and specific information: none Specimen application(attach a specimen form): affixed | Designation | Name | Unit | contact No. | Fax | E-mail | Veterinary surgeon \for Pets | Dr.Komathy Maheswaran | VRA | 0094812388120 ext 263 | 0094812389125 | daphimport@yahoo.com
--- | --- | --- | --- | --- | --- |
Designation | Name | Unit | contact No. | Fax | E-mail
Veterinary surgeon \for Pets | Dr.Komathy Maheswaran | VRA | 0094812388120 ext 263 | 0094812389125 | daphimport@yahoo.com
i. Application For Permit to Import Pet Animals Requirements: 1.b. Domestic and Wild animals- Livestock Animals Applications are available: www.daph.gov.lk or Veterinary Regulatory Affairs Division, Department of Animal Production and Health, Peradeniya.",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,01.Approval for Importation of Domestic and Wild Animals,1768,https://gic.gov.lk/gic/index.php/en/component/info/?id=1768&catid=47&task=info,"Service: 01.Approval for Importation of Domestic and Wild Animals
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Importing Pet Animals: Additional Information and Contact Details
---
Alternatives or circumstances other than the above requirements and specific information: none Specimen application(attach a specimen form): affixed | Designation | Name | Unit | contact No. | Fax | E-mail | Veterinary surgeon \for Pets | Dr.Komathy Maheswaran | VRA | 0094812388120 ext 263 | 0094812389125 | daphimport@yahoo.com
--- | --- | --- | --- | --- | --- |
Designation | Name | Unit | contact No. | Fax | E-mail
Veterinary surgeon \for Pets | Dr.Komathy Maheswaran | VRA | 0094812388120 ext 263 | 0094812389125 | daphimport@yahoo.com
i. Application For Permit to Import Pet Animals Requirements: 1.b. Domestic and Wild animals- Livestock Animals Applications are available: www.daph.gov.lk or Veterinary Regulatory Affairs Division, Department of Animal Production and Health, Peradeniya."
8-47-1768-1,Importing Pet Animals: Requirements and Contact Information,"Requirements: 1.. For pet animals- specific requirement - Blood reports, Vaccination record & International Health certificate Wild animals-only for the National Zoological Department Applications are available: www.daph.gov.lk Veterinary Regulatory Affairs Division, Department of Animal Production and Health, Peradeniya. Fee for the Application : not charged Time of submission: From 8.30 a.m to 4.15 p.m during the office hours of the weekdays Service charge : none Duration takes at providing the service: 3working days Documents to be submitted for importation : Application form A Photostat copy of the vaccination Record book( for cats and dogs) Report of the blood test to certify parasites are negative Specimen of the International Veterinary Health Certificate A Photostat copy of the importer NIC/Passport Staff Officers in charge of the services Designation Name Unit contact No. Fax E-mail Veterinary surgeon \for Pets Dr.Komathy Maheswaran VRA 0094812388120 ext 263 0094812389125 daphimport@yahoo.com",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,01.Approval for Importation of Domestic and Wild Animals,1768,https://gic.gov.lk/gic/index.php/en/component/info/?id=1768&catid=47&task=info,"Service: 01.Approval for Importation of Domestic and Wild Animals
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Importing Pet Animals: Requirements and Contact Information
---
Requirements: 1.. For pet animals- specific requirement - Blood reports, Vaccination record & International Health certificate Wild animals-only for the National Zoological Department Applications are available: www.daph.gov.lk Veterinary Regulatory Affairs Division, Department of Animal Production and Health, Peradeniya. Fee for the Application : not charged Time of submission: From 8.30 a.m to 4.15 p.m during the office hours of the weekdays Service charge : none Duration takes at providing the service: 3working days Documents to be submitted for importation : Application form A Photostat copy of the vaccination Record book( for cats and dogs) Report of the blood test to certify parasites are negative Specimen of the International Veterinary Health Certificate A Photostat copy of the importer NIC/Passport Staff Officers in charge of the services Designation Name Unit contact No. Fax E-mail Veterinary surgeon \for Pets Dr.Komathy Maheswaran VRA 0094812388120 ext 263 0094812389125 daphimport@yahoo.com"
8-47-693-2,Key Personnel and Special Circumstances,"Designation | Name | Division | Telephone No | Fax | E-mail
--- | --- | --- | --- | --- | ---
Deputy Director | K.K. Karunatilaka | Agro Enterprises | +94-812-388754 | +94-812-388754 | agedisdoa@ yahoo.com
Asst.Director of Agriculture | D.Abeysooriya | Agro Enterprises | +94-812-388754 | +94-812-388754 | agedisdoa@ yahoo.com
Agricultural Instructor | K.B. Ratnayake | Agro Enterprises | +94-812-388754 | +94-812-388754 | agedisdoa@ yahoo.com

Exceptions or Instances outside the above requirements and special information 1.Visits can be made even to small lands (of 2-3 acres) used for growing flowers or to a law situated close to the office. 2.When complicated technical devices, safety houses and micro irrigation schemes are used, above limitations of land will not apply. [Specimen application](https://gic.gov.lk/gic/pdf/) form (Annex a specimen forms) [Specimen application](https://gic.gov.lk/gic/pdf/) Perfected specimen application form (Annex a perfected application)",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,Development of Medium and Large Scale Lands As Commercial Farms,693,https://gic.gov.lk/gic/index.php/en/component/info/?id=693&catid=47&task=info,"Service: Development of Medium and Large Scale Lands As Commercial Farms
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Key Personnel and Special Circumstances
---
Designation | Name | Division | Telephone No | Fax | E-mail
--- | --- | --- | --- | --- | ---
Deputy Director | K.K. Karunatilaka | Agro Enterprises | +94-812-388754 | +94-812-388754 | agedisdoa@ yahoo.com
Asst.Director of Agriculture | D.Abeysooriya | Agro Enterprises | +94-812-388754 | +94-812-388754 | agedisdoa@ yahoo.com
Agricultural Instructor | K.B. Ratnayake | Agro Enterprises | +94-812-388754 | +94-812-388754 | agedisdoa@ yahoo.com

Exceptions or Instances outside the above requirements and special information 1.Visits can be made even to small lands (of 2-3 acres) used for growing flowers or to a law situated close to the office. 2.When complicated technical devices, safety houses and micro irrigation schemes are used, above limitations of land will not apply. [Specimen application](https://gic.gov.lk/gic/pdf/) form (Annex a specimen forms) [Specimen application](https://gic.gov.lk/gic/pdf/) Perfected specimen application form (Annex a perfected application)"
8-44-1270-3,Staff Officers and Sector Groups,"Staff Officers in-Charge of Services :

Designation | Name | Division | Telephone | Fax | E-mail
--- | --- | --- | --- | --- | ---
Executive Director | Mr. Duminda Ariyasinghe | Sector Group 01 * | +94-11-2430511 | +94-11-2422407 | dumindaa@boi.lk
Executive Director | Mr. Shivan De Silva | Sector Group 02 * | +94-11-2427203 | +94-11-2473766 | shivan@boi.lk
Director | Ms. Nilupul De Silva | Sector Group 02 * | +94-11-2346345 | - | nilupuls@boi.lk
Executive Director | Mrs. R. Weerakoon | Sector Group 03 * | +94-11-2438972 | +94-11-2346130 | renukaw@boi.lk
Senior Deputy Directo r | Mr. H. Seneviratne | Sector Group 03 | +94-11-2434342 | +94-11-2346629 | seneviratneb@boi.lk
Senior Deputy Directo r | Mr. N. S. K. Kumaratunga | Sector Group 03 | +94-11-2427120 | +94-11-2346629 | nelsonk@boi.lk
Senior Deputy Directo r | Mr. W. U. K. M. A.   Wijekulathilake | Sector Group 03 | +94-11-2346626 | +94-11-2346629 | wijew@boi.lk
 |  |  |  |  | 

*Sector Group 01 - Agriculture, Knowledge Services, Touris and Leisure Sector

*Sector Group 02 - Utility, Infrastructure and Education Sector

*Sector Group 03 - Other Manufacturing, regional Programmes and Apperal Sector

*Investment Department, Board of Investment of Sri Lanka, Level 24, West Tower, World Trade Centre, Echelon Square, Colombo 01.",8,"Agriculture, Livestock & Fisheries",Approval & Registration,44,Grant approval to set up Investment Projects,1270,https://gic.gov.lk/gic/index.php/en/component/info/?id=1270&catid=44&task=info,"Service: Grant approval to set up Investment Projects
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Approval & Registration
Topic: Staff Officers and Sector Groups
---
Staff Officers in-Charge of Services :

Designation | Name | Division | Telephone | Fax | E-mail
--- | --- | --- | --- | --- | ---
Executive Director | Mr. Duminda Ariyasinghe | Sector Group 01 * | +94-11-2430511 | +94-11-2422407 | dumindaa@boi.lk
Executive Director | Mr. Shivan De Silva | Sector Group 02 * | +94-11-2427203 | +94-11-2473766 | shivan@boi.lk
Director | Ms. Nilupul De Silva | Sector Group 02 * | +94-11-2346345 | - | nilupuls@boi.lk
Executive Director | Mrs. R. Weerakoon | Sector Group 03 * | +94-11-2438972 | +94-11-2346130 | renukaw@boi.lk
Senior Deputy Directo r | Mr. H. Seneviratne | Sector Group 03 | +94-11-2434342 | +94-11-2346629 | seneviratneb@boi.lk
Senior Deputy Directo r | Mr. N. S. K. Kumaratunga | Sector Group 03 | +94-11-2427120 | +94-11-2346629 | nelsonk@boi.lk
Senior Deputy Directo r | Mr. W. U. K. M. A.   Wijekulathilake | Sector Group 03 | +94-11-2346626 | +94-11-2346629 | wijew@boi.lk
 |  |  |  |  | 

*Sector Group 01 - Agriculture, Knowledge Services, Touris and Leisure Sector

*Sector Group 02 - Utility, Infrastructure and Education Sector

*Sector Group 03 - Other Manufacturing, regional Programmes and Apperal Sector

*Investment Department, Board of Investment of Sri Lanka, Level 24, West Tower, World Trade Centre, Echelon Square, Colombo 01."
8-47-1321-1,Eligibility and Application Procedure for Nursery Registration and Fruit Planting Material Certification,"Eligibility: Any fruit planting materials producers who needs to register their nurseries as DOA approved nurseries and to certify their fruits planting materials with SCS certified labels

Procedure of submitting application: (i) Applications are available at SCS headquarter and SCS regional offices (application format and the offices list given below). (ii) Completed application should be submitted to the Agriculture Instructor of the Extension service in the area (iii) Field inspection will be done by the AI and it will be forwarded with his recommendations to the DD (SCS) through the Provincial Director of Agriculture or Deputy Director (Extension) in the Inter-provincial areas. (iv) SCS Headquarter officers will visit the nursery for final inspection.

Basic requirements needed for registration: (i) minimum extent 1/8 acre (ii) proof for the ownership (iii) preliminary requirements such as water, transport accessibility, knowledge etc (iv) already started nursery in establishing with at least 500 plants at the inspection (v) availability of registered mother plants or access to bud woods from registered mother plants (vi) registered nurseries should be maintained at least 1000 plants/ year for continuation

Time of submission the request: During office hours

Fees for obtaining the service: for registration Rs 290/= per nursery/ annual for certification labels Rs 1/50 per label per plant

Time taken to provide the service: as per the above process

Place of service given: Seed Certification Service (SCS) PO Box 3, Gannoruwa, Peradeniya TP 081 2388217 email [scsdoa79@yahoo.com](mailto:scs@slt.lk)

Staff officer in charge of the service: Deputy Director (SCS) Dr. Mrs. R. Nanayakkara.",8,"Agriculture, Livestock & Fisheries","Agriculture, Livestock & Fisheries Development",47,SCPPC-Seed Certification: Registration of fruit plant nurseries,1321,https://gic.gov.lk/gic/index.php/en/component/info/?id=1321&catid=47&task=info,"Service: SCPPC-Seed Certification: Registration of fruit plant nurseries
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Agriculture, Livestock & Fisheries Development
Topic: Eligibility and Application Procedure for Nursery Registration and Fruit Planting Material Certification
---
Eligibility: Any fruit planting materials producers who needs to register their nurseries as DOA approved nurseries and to certify their fruits planting materials with SCS certified labels

Procedure of submitting application: (i) Applications are available at SCS headquarter and SCS regional offices (application format and the offices list given below). (ii) Completed application should be submitted to the Agriculture Instructor of the Extension service in the area (iii) Field inspection will be done by the AI and it will be forwarded with his recommendations to the DD (SCS) through the Provincial Director of Agriculture or Deputy Director (Extension) in the Inter-provincial areas. (iv) SCS Headquarter officers will visit the nursery for final inspection.

Basic requirements needed for registration: (i) minimum extent 1/8 acre (ii) proof for the ownership (iii) preliminary requirements such as water, transport accessibility, knowledge etc (iv) already started nursery in establishing with at least 500 plants at the inspection (v) availability of registered mother plants or access to bud woods from registered mother plants (vi) registered nurseries should be maintained at least 1000 plants/ year for continuation

Time of submission the request: During office hours

Fees for obtaining the service: for registration Rs 290/= per nursery/ annual for certification labels Rs 1/50 per label per plant

Time taken to provide the service: as per the above process

Place of service given: Seed Certification Service (SCS) PO Box 3, Gannoruwa, Peradeniya TP 081 2388217 email [scsdoa79@yahoo.com](mailto:scs@slt.lk)

Staff officer in charge of the service: Deputy Director (SCS) Dr. Mrs. R. Nanayakkara."
8-48-697-2,Contact Information and Additional Information,"Designation | Name | Division | Telephone No. | Fax | E-mail
--- | --- | --- | --- | --- | ---
Director | Dr.Harsha Kadupitiya |  | +94-812-388355 | +94-812-388355 | nrmc@ doa.gov.lk

Exceptions or Instances outside the above requirements and special information Specimen [application form](https://gic.gov.lk/gic/pdf/) (Annex a specimen) Perfected specimen [application form](https://gic.gov.lk/gic/pdf/) (Annex a perfected specimen [application form](https://gic.gov.lk/gic/pdf/) )",8,"Agriculture, Livestock & Fisheries",Training & Extension Services,48,Mapping Using Geographical Information,697,https://gic.gov.lk/gic/index.php/en/component/info/?id=697&catid=48&task=info,"Service: Mapping Using Geographical Information
Main Category: Agriculture, Livestock & Fisheries
Subcategory: Training & Extension Services
Topic: Contact Information and Additional Information
---
Designation | Name | Division | Telephone No. | Fax | E-mail
--- | --- | --- | --- | --- | ---
Director | Dr.Harsha Kadupitiya |  | +94-812-388355 | +94-812-388355 | nrmc@ doa.gov.lk

Exceptions or Instances outside the above requirements and special information Specimen [application form](https://gic.gov.lk/gic/pdf/) (Annex a specimen) Perfected specimen [application form](https://gic.gov.lk/gic/pdf/) (Annex a perfected specimen [application form](https://gic.gov.lk/gic/pdf/) )"
